,Model,Baseline R2,Baseline RMSE,Transformed R2,Transformed RMSE
0,LinearRegression,0.668759493535632,24.291119474973517,0.7314914125957745,19.69075052538609
1,Ridge,0.6684624359643558,24.31290383049162,0.731248975889081,19.708529326264863
2,Lasso,0.6501375183238987,25.656739367167678,0.7207434905417298,20.478936310721462
3,RandomForest,0.8920995891343227,7.912745333333333,0.8909323561871829,7.998342941176471
